timestamp,kwh,building
2024-01-07 11:00:00,428.57,Hostel A
2024-01-07 11:00:00,300.706,Engineering Block
2024-01-07 11:00:00,177.142,Library
2024-01-07 12:00:00,210.312,Library
2024-01-07 12:00:00,242.695,Engineering Block
2024-01-07 12:00:00,418.771,Hostel A
2024-01-07 12:00:00,220.393,Admin Block
2024-01-07 13:00:00,231.314,Library
2024-01-07 13:00:00,223.123,Engineering Block
2024-01-07 13:00:00,359.856,Hostel A
2024-01-07 13:00:00,250.337,Admin Block
2024-01-07 14:00:00,183.306,Library
2024-01-07 14:00:00,218.125,Engineering Block
2024-01-07 14:00:00,230.847,Admin Block
2024-01-07 14:00:00,361.678,Hostel A
2024-01-07 15:00:00,258.025,Engineering Block
2024-01-07 15:00:00,328.139,Hostel A
2024-01-07 15:00:00,170.231,Admin Block
2024-01-07 15:00:00,224.818,Library
2024-01-07 16:00:00,172.994,Admin Block
2024-01-07 16:00:00,246.953,Engineering Block
2024-01-07 16:00:00,173.535,Library
2024-01-07 16:00:00,359.521,Hostel A
2024-01-07 17:00:00,261.894,Hostel A
2024-01-07 17:00:00,161.516,Admin Block
2024-01-07 17:00:00,199.745,Engineering Block
2024-01-07 17:00:00,166.09,Library
2024-01-07 18:00:00,150.959,Admin Block
2024-01-07 18:00:00,159.038,Engineering Block
2024-01-07 18:00:00,226.131,Hostel A
2024-01-07 18:00:00,125.698,Library
2024-01-07 19:00:00,121.236,Library
2024-01-07 19:00:00,241.407,Hostel A
2024-01-07 19:00:00,123.764,Engineering Block
2024-01-07 19:00:00,97.218,Admin Block
2024-01-07 20:00:00,75.4,Admin Block
2024-01-07 20:00:00,113.467,Library
2024-01-07 20:00:00,127.076,Engineering Block
2024-01-07 20:00:00,199.008,Hostel A
2024-01-07 21:00:00,166.409,Hostel A
2024-01-07 21:00:00,63.596,Admin Block
2024-01-07 21:00:00,77.348,Library
2024-01-07 21:00:00,105.937,Engineering Block
2024-01-07 22:00:00,131.313,Hostel A
2024-01-07 22:00:00,63.735,Admin Block
2024-01-07 22:00:00,58.185,Library
2024-01-07 22:00:00,64.386,Engineering Block
2024-01-07 23:00:00,59.687,Engineering Block
2024-01-07 23:00:00,85.429,Hostel A
2024-01-07 23:00:00,58.475,Admin Block
2024-01-07 23:00:00,55.962,Library
2024-01-08 00:00:00,72.565,Engineering Block
2024-01-08 00:00:00,81.43,Hostel A
2024-01-08 00:00:00,54.831,Admin Block
2024-01-08 00:00:00,53.663,Library
2024-01-08 01:00:00,51.992,Admin Block
2024-01-08 01:00:00,104.675,Hostel A
2024-01-08 01:00:00,76.72,Engineering Block
2024-01-08 01:00:00,57.86,Library
2024-01-08 02:00:00,71.234,Engineering Block
2024-01-08 02:00:00,66.587,Library
2024-01-08 02:00:00,133.588,Hostel A
2024-01-08 02:00:00,76.611,Admin Block
2024-01-08 03:00:00,64.533,Library
2024-01-08 03:00:00,84.069,Engineering Block
2024-01-08 03:00:00,79.256,Admin Block
2024-01-08 03:00:00,161.674,Hostel A
2024-01-08 04:00:00,83.148,Library
2024-01-08 04:00:00,109.009,Engineering Block
2024-01-08 04:00:00,88.906,Admin Block
2024-01-08 04:00:00,179.711,Hostel A
2024-01-08 05:00:00,137.423,Engineering Block
2024-01-08 05:00:00,243.094,Hostel A
2024-01-08 05:00:00,114.984,Admin Block
2024-01-08 05:00:00,113.586,Library
2024-01-08 06:00:00,148.612,Library
2024-01-08 06:00:00,134.25,Engineering Block
2024-01-08 06:00:00,209.513,Hostel A
2024-01-08 06:00:00,146.496,Admin Block
2024-01-08 07:00:00,521.665,Library
2024-01-08 07:00:00,209.967,Engineering Block
2024-01-08 07:00:00,1429.927,Hostel A
2024-01-08 07:00:00,164.554,Admin Block
2024-01-08 08:00:00,198.128,Library
2024-01-08 08:00:00,295.226,Hostel A
2024-01-08 08:00:00,211.1,Engineering Block
2024-01-08 08:00:00,157.118,Admin Block
2024-01-08 09:00:00,195.625,Library
2024-01-08 09:00:00,253.199,Engineering Block
2024-01-08 09:00:00,157.044,Admin Block
2024-01-08 09:00:00,312.951,Hostel A
2024-01-08 10:00:00,246.581,Library
2024-01-08 10:00:00,342.099,Hostel A
2024-01-08 10:00:00,192.189,Admin Block
2024-01-08 10:00:00,217.177,Engineering Block
2024-01-08 11:00:00,221.653,Admin Block
2024-01-08 11:00:00,300.065,Engineering Block
2024-01-08 11:00:00,202.139,Library
2024-01-08 11:00:00,325.794,Hostel A
2024-01-08 12:00:00,281.986,Engineering Block
2024-01-08 12:00:00,188.702,Admin Block
2024-01-08 12:00:00,217.89,Library
2024-01-08 12:00:00,370.03,Hostel A
2024-01-08 13:00:00,238.244,Library
2024-01-08 13:00:00,312.158,Hostel A
2024-01-08 13:00:00,232.024,Admin Block
2024-01-08 13:00:00,237.103,Engineering Block
2024-01-08 14:00:00,375.473,Hostel A
2024-01-08 14:00:00,167.574,Admin Block
2024-01-08 14:00:00,238.332,Library
2024-01-08 14:00:00,287.046,Engineering Block
2024-01-08 15:00:00,171.787,Admin Block
2024-01-08 15:00:00,188.722,Library
2024-01-08 15:00:00,408.497,Hostel A
2024-01-08 15:00:00,246.405,Engineering Block
2024-01-08 16:00:00,194.567,Admin Block
2024-01-08 16:00:00,309.482,Hostel A
2024-01-08 16:00:00,236.57,Engineering Block
2024-01-08 16:00:00,203.235,Library
2024-01-08 17:00:00,154.99,Library
2024-01-08 17:00:00,151.392,Engineering Block
2024-01-08 17:00:00,135.222,Admin Block
2024-01-08 17:00:00,295.17,Hostel A
2024-01-08 18:00:00,140.846,Admin Block
2024-01-08 18:00:00,149.039,Library
2024-01-08 18:00:00,131.692,Engineering Block
2024-01-08 18:00:00,254.292,Hostel A
2024-01-08 19:00:00,148.424,Engineering Block
2024-01-08 19:00:00,93.106,Library
2024-01-08 19:00:00,241.249,Hostel A
2024-01-08 19:00:00,113.8,Admin Block
2024-01-08 20:00:00,77.8,Library
2024-01-08 20:00:00,109.251,Admin Block
2024-01-08 20:00:00,186.368,Hostel A
2024-01-08 20:00:00,103.353,Engineering Block
2024-01-08 21:00:00,69.534,Admin Block
2024-01-08 21:00:00,92.829,Engineering Block
2024-01-08 21:00:00,92.907,Library
2024-01-08 21:00:00,158.345,Hostel A
2024-01-08 22:00:00,52.959,Admin Block
2024-01-08 22:00:00,55.419,Library
2024-01-08 22:00:00,66.36,Engineering Block
2024-01-08 22:00:00,109.251,Hostel A
2024-01-08 23:00:00,61.422,Library
2024-01-08 23:00:00,80.212,Engineering Block
2024-01-08 23:00:00,119.018,Hostel A
2024-01-08 23:00:00,61.363,Admin Block
2024-01-09 00:00:00,50.122,Library
2024-01-09 00:00:00,64.134,Engineering Block
2024-01-09 00:00:00,59.171,Admin Block
2024-01-09 00:00:00,85.103,Hostel A
2024-01-09 01:00:00,98.572,Hostel A
2024-01-09 01:00:00,50.782,Library
2024-01-09 01:00:00,65.239,Admin Block
2024-01-09 01:00:00,76.2,Engineering Block
2024-01-09 02:00:00,128.034,Hostel A
2024-01-09 02:00:00,63.829,Engineering Block
2024-01-09 02:00:00,62.964,Library
2024-01-09 02:00:00,75.159,Admin Block
2024-01-09 03:00:00,91.432,Engineering Block
2024-01-09 03:00:00,92.447,Library
2024-01-09 03:00:00,130.802,Hostel A
2024-01-09 03:00:00,61.873,Admin Block
2024-01-09 04:00:00,92.482,Engineering Block
2024-01-09 04:00:00,196.701,Hostel A
2024-01-09 04:00:00,83.461,Admin Block
2024-01-09 04:00:00,98.739,Library
2024-01-09 05:00:00,235.268,Hostel A
2024-01-09 05:00:00,156.081,Engineering Block
2024-01-09 05:00:00,117.952,Admin Block
2024-01-09 05:00:00,135.211,Library
2024-01-09 06:00:00,210.801,Hostel A
2024-01-09 06:00:00,156.688,Engineering Block
2024-01-09 06:00:00,157.365,Admin Block
2024-01-09 06:00:00,148.299,Library
2024-01-09 07:00:00,158.582,Library
2024-01-09 07:00:00,250.919,Hostel A
2024-01-09 07:00:00,181.874,Admin Block
2024-01-09 07:00:00,153.098,Engineering Block
2024-01-09 08:00:00,178.793,Library
2024-01-09 08:00:00,259.779,Hostel A
2024-01-09 08:00:00,172.937,Engineering Block
2024-01-09 08:00:00,177.356,Admin Block
2024-01-09 09:00:00,396.418,Hostel A
2024-01-09 09:00:00,173.43,Library
2024-01-09 09:00:00,231.649,Engineering Block
2024-01-09 09:00:00,221.59,Admin Block
2024-01-09 10:00:00,202.061,Engineering Block
2024-01-09 10:00:00,214.203,Admin Block
2024-01-09 10:00:00,167.181,Library
2024-01-09 10:00:00,346.096,Hostel A
2024-01-09 11:00:00,220.981,Engineering Block
2024-01-09 11:00:00,201.449,Admin Block
2024-01-09 11:00:00,209.591,Library
2024-01-09 11:00:00,368.056,Hostel A
2024-01-09 12:00:00,249.732,Engineering Block
2024-01-09 12:00:00,225.083,Library
2024-01-09 12:00:00,353.677,Hostel A
2024-01-09 12:00:00,212.251,Admin Block
2024-01-09 13:00:00,326.53,Hostel A
2024-01-09 13:00:00,249.356,Library
2024-01-09 13:00:00,219.512,Admin Block
2024-01-09 13:00:00,252.757,Engineering Block
2024-01-09 14:00:00,251.492,Engineering Block
2024-01-09 14:00:00,223.3,Library
2024-01-09 14:00:00,206.741,Admin Block
2024-01-09 14:00:00,363.512,Hostel A
2024-01-09 15:00:00,222.165,Library
2024-01-09 15:00:00,239.106,Engineering Block
2024-01-09 15:00:00,309.888,Hostel A
2024-01-09 15:00:00,222.393,Admin Block
2024-01-09 16:00:00,202.473,Admin Block
2024-01-09 16:00:00,324.421,Hostel A
2024-01-09 16:00:00,197.615,Engineering Block
2024-01-09 16:00:00,208.762,Library
2024-01-09 17:00:00,193.819,Engineering Block
2024-01-09 17:00:00,147.64,Admin Block
2024-01-09 17:00:00,186.472,Library
2024-01-09 17:00:00,247.771,Hostel A
2024-01-09 18:00:00,244.515,Hostel A
2024-01-09 18:00:00,158.125,Admin Block
2024-01-09 18:00:00,154.542,Library
2024-01-09 18:00:00,138.201,Engineering Block
2024-01-09 19:00:00,242.479,Hostel A
2024-01-09 19:00:00,123.14,Engineering Block
2024-01-09 19:00:00,97.991,Admin Block
2024-01-09 19:00:00,98.806,Library
2024-01-09 20:00:00,161.649,Hostel A
2024-01-09 20:00:00,79.425,Admin Block
2024-01-09 20:00:00,125.508,Engineering Block
2024-01-09 20:00:00,90.147,Library
2024-01-09 21:00:00,165.599,Hostel A
2024-01-09 21:00:00,69.78,Library
2024-01-09 21:00:00,79.414,Engineering Block
2024-01-09 21:00:00,65.595,Admin Block
2024-01-09 22:00:00,75.594,Library
2024-01-09 22:00:00,96.218,Hostel A
2024-01-09 22:00:00,68.423,Engineering Block
2024-01-09 22:00:00,64.231,Admin Block
2024-01-09 23:00:00,60.415,Engineering Block
2024-01-09 23:00:00,45.354,Admin Block
2024-01-09 23:00:00,64.43,Library
2024-01-09 23:00:00,104.337,Hostel A
2024-01-10 00:00:00,101.249,Hostel A
2024-01-10 00:00:00,51.565,Library
2024-01-10 00:00:00,927.647,Engineering Block
2024-01-10 00:00:00,62.924,Admin Block
2024-01-10 01:00:00,59.28,Library
2024-01-10 01:00:00,63.428,Admin Block
2024-01-10 01:00:00,121.241,Hostel A
2024-01-10 01:00:00,53.891,Engineering Block
2024-01-10 02:00:00,73.953,Library
2024-01-10 02:00:00,136.815,Hostel A
2024-01-10 02:00:00,62.483,Engineering Block
2024-01-10 02:00:00,51.653,Admin Block
2024-01-10 03:00:00,66.858,Admin Block
2024-01-10 03:00:00,140.749,Hostel A
2024-01-10 03:00:00,89.517,Library
2024-01-10 03:00:00,90.791,Engineering Block
2024-01-10 04:00:00,84.737,Library
2024-01-10 04:00:00,87.11,Admin Block
2024-01-10 04:00:00,96.978,Engineering Block
2024-01-10 04:00:00,188.069,Hostel A
2024-01-10 05:00:00,126.587,Library
2024-01-10 05:00:00,96.055,Admin Block
2024-01-10 05:00:00,244.747,Hostel A
2024-01-10 05:00:00,145.002,Engineering Block
2024-01-10 06:00:00,179.072,Engineering Block
2024-01-10 06:00:00,149.919,Admin Block
2024-01-10 06:00:00,153.85,Library
2024-01-10 06:00:00,266.432,Hostel A
2024-01-10 07:00:00,144.549,Admin Block
2024-01-10 07:00:00,129.538,Library
2024-01-10 07:00:00,190.816,Engineering Block
2024-01-10 07:00:00,332.267,Hostel A
2024-01-10 08:00:00,371.979,Hostel A
2024-01-10 08:00:00,224.428,Engineering Block
2024-01-10 08:00:00,150.334,Library
2024-01-10 08:00:00,203.956,Admin Block
2024-01-10 09:00:00,196.236,Admin Block
2024-01-10 09:00:00,344.146,Hostel A
2024-01-10 09:00:00,218.16,Engineering Block
2024-01-10 09:00:00,190.334,Library
2024-01-10 10:00:00,233.443,Admin Block
2024-01-10 10:00:00,199.212,Engineering Block
2024-01-10 10:00:00,393.54,Hostel A
2024-01-10 10:00:00,185.212,Library
2024-01-10 11:00:00,335.238,Hostel A
2024-01-10 11:00:00,239.777,Admin Block
2024-01-10 11:00:00,249.708,Library
2024-01-10 11:00:00,246.851,Engineering Block
2024-01-10 12:00:00,248.059,Admin Block
2024-01-10 12:00:00,238.809,Library
2024-01-10 12:00:00,243.133,Engineering Block
2024-01-10 12:00:00,379.639,Hostel A
2024-01-10 13:00:00,440.779,Hostel A
2024-01-10 13:00:00,207.338,Admin Block
2024-01-10 13:00:00,235.178,Library
2024-01-10 13:00:00,262.797,Engineering Block
2024-01-10 14:00:00,206.482,Admin Block
2024-01-10 14:00:00,230.995,Library
2024-01-10 14:00:00,207.771,Engineering Block
2024-01-10 14:00:00,381.31,Hostel A
2024-01-10 15:00:00,316.091,Hostel A
2024-01-10 15:00:00,203.265,Engineering Block
2024-01-10 15:00:00,182.178,Library
2024-01-10 15:00:00,212.697,Admin Block
2024-01-10 16:00:00,268.684,Hostel A
2024-01-10 16:00:00,158.561,Admin Block
2024-01-10 16:00:00,158.997,Library
2024-01-10 16:00:00,234.423,Engineering Block
2024-01-10 17:00:00,166.515,Library
2024-01-10 17:00:00,167.588,Engineering Block
2024-01-10 17:00:00,251.043,Hostel A
2024-01-10 17:00:00,153.52,Admin Block
2024-01-10 18:00:00,154.414,Engineering Block
2024-01-10 18:00:00,132.506,Library
2024-01-10 18:00:00,206.894,Hostel A
2024-01-10 18:00:00,138.693,Admin Block
2024-01-10 19:00:00,90.85,Admin Block
2024-01-10 19:00:00,136.141,Library
2024-01-10 19:00:00,158.881,Engineering Block
2024-01-10 19:00:00,183.712,Hostel A
2024-01-10 20:00:00,96.875,Admin Block
2024-01-10 20:00:00,102.046,Engineering Block
2024-01-10 20:00:00,162.45,Hostel A
2024-01-10 20:00:00,101.512,Library
2024-01-10 21:00:00,74.768,Admin Block
2024-01-10 21:00:00,79.127,Engineering Block
2024-01-10 21:00:00,114.515,Hostel A
2024-01-10 21:00:00,75.417,Library
2024-01-10 22:00:00,75.27,Library
2024-01-10 22:00:00,132.77,Hostel A
2024-01-10 22:00:00,71.964,Admin Block
2024-01-10 22:00:00,83.155,Engineering Block
2024-01-10 23:00:00,98.401,Hostel A
2024-01-10 23:00:00,51.944,Admin Block
2024-01-10 23:00:00,69.145,Engineering Block
2024-01-10 23:00:00,54.934,Library
2024-01-11 00:00:00,99.986,Hostel A
2024-01-11 00:00:00,47.818,Library
2024-01-11 00:00:00,61.748,Admin Block
2024-01-11 00:00:00,66.923,Engineering Block
2024-01-11 01:00:00,64.184,Library
2024-01-11 01:00:00,57.836,Admin Block
2024-01-11 01:00:00,55.003,Engineering Block
2024-01-11 01:00:00,107.911,Hostel A
2024-01-11 02:00:00,65.176,Library
2024-01-11 02:00:00,74.392,Engineering Block
2024-01-11 02:00:00,99.756,Hostel A
2024-01-11 02:00:00,55.985,Admin Block
2024-01-11 03:00:00,71.391,Library
2024-01-11 03:00:00,73.925,Engineering Block
2024-01-11 03:00:00,116.746,Hostel A
2024-01-11 03:00:00,85.652,Admin Block
2024-01-11 04:00:00,97.568,Admin Block
2024-01-11 04:00:00,100.745,Engineering Block
2024-01-11 04:00:00,103.43,Library
2024-01-11 04:00:00,146.976,Hostel A
2024-01-11 05:00:00,146.439,Engineering Block
2024-01-11 05:00:00,138.167,Library
2024-01-11 05:00:00,92.58,Admin Block
2024-01-11 05:00:00,245.596,Hostel A
2024-01-11 06:00:00,123.273,Library
2024-01-11 06:00:00,204.901,Hostel A
2024-01-11 06:00:00,132.07,Engineering Block
2024-01-11 06:00:00,129.146,Admin Block
2024-01-11 07:00:00,176.907,Library
2024-01-11 07:00:00,272.505,Hostel A
2024-01-11 07:00:00,165.16,Admin Block
2024-01-11 07:00:00,169.836,Engineering Block
2024-01-11 08:00:00,248.859,Engineering Block
2024-01-11 08:00:00,202.464,Admin Block
2024-01-11 08:00:00,197.075,Library
2024-01-11 08:00:00,363.9,Hostel A
2024-01-11 09:00:00,358.361,Hostel A
2024-01-11 09:00:00,165.709,Library
2024-01-11 09:00:00,271.106,Engineering Block
2024-01-11 09:00:00,152.033,Admin Block
2024-01-11 10:00:00,241.614,Engineering Block
2024-01-11 10:00:00,298.501,Hostel A
2024-01-11 10:00:00,236.753,Library
2024-01-11 10:00:00,241.383,Admin Block
2024-01-11 11:00:00,200.317,Admin Block
2024-01-11 11:00:00,444.252,Hostel A
2024-01-11 11:00:00,213.397,Library
2024-01-11 11:00:00,276.831,Engineering Block
2024-01-11 12:00:00,186.659,Library
2024-01-11 12:00:00,371.402,Hostel A
2024-01-11 12:00:00,253.898,Admin Block
2024-01-11 12:00:00,269.853,Engineering Block
2024-01-11 13:00:00,219.864,Library
2024-01-11 13:00:00,249.509,Engineering Block
2024-01-11 13:00:00,219.546,Admin Block
2024-01-11 13:00:00,333.374,Hostel A
2024-01-11 14:00:00,345.794,Hostel A
2024-01-11 14:00:00,229.389,Admin Block
2024-01-11 14:00:00,191.52,Library
2024-01-11 14:00:00,278.142,Engineering Block
2024-01-11 15:00:00,195.681,Admin Block
2024-01-11 15:00:00,359.73,Hostel A
2024-01-11 15:00:00,170.061,Library
2024-01-11 15:00:00,198.229,Engineering Block
2024-01-11 16:00:00,148.34,Library
2024-01-11 16:00:00,257.92,Hostel A
2024-01-11 16:00:00,235.56,Engineering Block
2024-01-11 16:00:00,182.31,Admin Block
2024-01-11 17:00:00,151.138,Engineering Block
2024-01-11 17:00:00,139.414,Library
2024-01-11 17:00:00,297.324,Hostel A
2024-01-11 17:00:00,140.902,Admin Block
2024-01-11 18:00:00,183.668,Engineering Block
2024-01-11 18:00:00,133.335,Library
2024-01-11 18:00:00,254.126,Hostel A
2024-01-11 18:00:00,138.038,Admin Block
2024-01-11 19:00:00,123.958,Admin Block
2024-01-11 19:00:00,122.467,Library
2024-01-11 19:00:00,144.812,Engineering Block
2024-01-11 19:00:00,183.302,Hostel A
2024-01-11 20:00:00,80.188,Library
2024-01-11 20:00:00,109.686,Engineering Block
2024-01-11 20:00:00,165.342,Hostel A
2024-01-11 20:00:00,106.767,Admin Block
2024-01-11 21:00:00,85.807,Library
2024-01-11 21:00:00,98.538,Engineering Block
2024-01-11 21:00:00,122.958,Hostel A
2024-01-11 21:00:00,84.642,Admin Block
2024-01-11 22:00:00,75.719,Engineering Block
2024-01-11 22:00:00,94.54,Hostel A
2024-01-11 22:00:00,69.162,Admin Block
2024-01-11 22:00:00,55.409,Library
2024-01-11 23:00:00,74.88,Engineering Block
2024-01-11 23:00:00,64.266,Admin Block
2024-01-11 23:00:00,105.774,Hostel A
2024-01-11 23:00:00,50.199,Library
2024-01-12 00:00:00,59.562,Library
2024-01-12 00:00:00,54.158,Engineering Block
2024-01-12 00:00:00,95.234,Hostel A
2024-01-12 00:00:00,49.577,Admin Block
2024-01-12 01:00:00,67.558,Engineering Block
2024-01-12 01:00:00,116.341,Hostel A
2024-01-12 01:00:00,66.574,Library
2024-01-12 01:00:00,59.921,Admin Block
2024-01-12 02:00:00,78.645,Library
2024-01-12 02:00:00,88.371,Engineering Block
2024-01-12 02:00:00,62.826,Admin Block
2024-01-12 02:00:00,102.853,Hostel A
2024-01-12 03:00:00,73.184,Admin Block
2024-01-12 03:00:00,83.822,Library
2024-01-12 03:00:00,107.979,Engineering Block
2024-01-12 03:00:00,136.808,Hostel A
2024-01-12 04:00:00,90.052,Admin Block
2024-01-12 04:00:00,181.797,Hostel A
2024-01-12 04:00:00,95.184,Library
2024-01-12 04:00:00,99.57,Engineering Block
2024-01-12 05:00:00,121.864,Engineering Block
2024-01-12 05:00:00,96.784,Library
2024-01-12 05:00:00,108.247,Admin Block
2024-01-12 05:00:00,170.106,Hostel A
2024-01-12 06:00:00,186.042,Engineering Block
2024-01-12 06:00:00,229.321,Hostel A
2024-01-12 06:00:00,140.434,Library
2024-01-12 06:00:00,123.66,Admin Block
2024-01-12 07:00:00,161.637,Admin Block
2024-01-12 07:00:00,138.289,Library
2024-01-12 07:00:00,302.131,Hostel A
2024-01-12 07:00:00,173.597,Engineering Block
2024-01-12 08:00:00,179.386,Library
2024-01-12 08:00:00,171.302,Engineering Block
2024-01-12 08:00:00,168.587,Admin Block
2024-01-12 08:00:00,284.161,Hostel A
2024-01-12 09:00:00,226.013,Admin Block
2024-01-12 09:00:00,203.922,Library
2024-01-12 09:00:00,247.717,Engineering Block
2024-01-12 09:00:00,327.812,Hostel A
2024-01-12 10:00:00,381.33,Hostel A
2024-01-12 10:00:00,217.141,Admin Block
2024-01-12 10:00:00,236.278,Library
2024-01-12 10:00:00,235.049,Engineering Block
2024-01-12 11:00:00,370.545,Hostel A
2024-01-12 11:00:00,276.794,Engineering Block
2024-01-12 11:00:00,201.435,Library
2024-01-12 11:00:00,185.313,Admin Block
2024-01-12 12:00:00,448.145,Hostel A
2024-01-12 12:00:00,262.444,Library
2024-01-12 12:00:00,207.189,Admin Block
2024-01-12 12:00:00,253.907,Engineering Block
2024-01-12 13:00:00,259.618,Library
2024-01-12 13:00:00,253.038,Engineering Block
2024-01-12 13:00:00,197.516,Admin Block
2024-01-12 13:00:00,439.819,Hostel A
2024-01-12 14:00:00,419.296,Hostel A
2024-01-12 14:00:00,235.689,Library
2024-01-12 14:00:00,235.355,Engineering Block
2024-01-12 14:00:00,226.859,Admin Block
2024-01-12 15:00:00,336.45,Hostel A
2024-01-12 15:00:00,218.883,Admin Block
2024-01-12 15:00:00,210.583,Library
2024-01-12 15:00:00,208.993,Engineering Block
2024-01-12 16:00:00,195.029,Library
2024-01-12 16:00:00,277.207,Hostel A
2024-01-12 16:00:00,241.58,Engineering Block
2024-01-12 16:00:00,201.44,Admin Block
2024-01-12 17:00:00,197.523,Engineering Block
2024-01-12 17:00:00,164.152,Admin Block
2024-01-12 17:00:00,296.824,Hostel A
2024-01-12 17:00:00,182.298,Library
2024-01-12 18:00:00,178.663,Engineering Block
2024-01-12 18:00:00,236.411,Hostel A
2024-01-12 18:00:00,121.142,Admin Block
2024-01-12 18:00:00,161.978,Library
2024-01-12 19:00:00,156.704,Engineering Block
2024-01-12 19:00:00,132.223,Library
2024-01-12 19:00:00,206.085,Hostel A
2024-01-12 19:00:00,101.526,Admin Block
2024-01-12 20:00:00,100.909,Engineering Block
2024-01-12 20:00:00,106.64,Admin Block
2024-01-12 20:00:00,180.679,Hostel A
2024-01-12 20:00:00,101.454,Library
2024-01-12 21:00:00,164.798,Hostel A
2024-01-12 21:00:00,107.694,Engineering Block
2024-01-12 21:00:00,65.515,Library
2024-01-12 21:00:00,77.657,Admin Block
2024-01-12 22:00:00,131.346,Hostel A
2024-01-12 22:00:00,88.097,Engineering Block
2024-01-12 22:00:00,69.161,Library
2024-01-12 22:00:00,71.831,Admin Block
2024-01-12 23:00:00,67.502,Engineering Block
2024-01-12 23:00:00,54.298,Library
2024-01-12 23:00:00,57.715,Admin Block
2024-01-12 23:00:00,86.915,Hostel A
2024-01-13 00:00:00,47.521,Library
2024-01-13 00:00:00,113.231,Hostel A
2024-01-13 00:00:00,58.338,Admin Block
2024-01-13 00:00:00,65.804,Engineering Block
2024-01-13 01:00:00,66.756,Library
2024-01-13 01:00:00,109.587,Hostel A
2024-01-13 01:00:00,56.966,Engineering Block
2024-01-13 01:00:00,56.516,Admin Block
2024-01-13 02:00:00,85.005,Engineering Block
2024-01-13 02:00:00,108.483,Hostel A
2024-01-13 02:00:00,74.473,Library
2024-01-13 02:00:00,71.029,Admin Block
2024-01-13 03:00:00,78.921,Admin Block
2024-01-13 03:00:00,80.157,Engineering Block
2024-01-13 03:00:00,153.03,Hostel A
2024-01-13 03:00:00,79.832,Library
2024-01-13 04:00:00,94.635,Library
2024-01-13 04:00:00,92.102,Admin Block
2024-01-13 04:00:00,168.678,Hostel A
2024-01-13 04:00:00,113.629,Engineering Block
2024-01-13 05:00:00,105.597,Admin Block
2024-01-13 05:00:00,210.627,Hostel A
2024-01-13 05:00:00,115.073,Engineering Block
2024-01-13 05:00:00,115.397,Library
2024-01-13 06:00:00,110.363,Admin Block
2024-01-13 06:00:00,250.399,Hostel A
2024-01-13 06:00:00,124.067,Library
2024-01-13 06:00:00,132.799,Engineering Block
2024-01-13 07:00:00,146.595,Admin Block
2024-01-13 07:00:00,242.004,Hostel A
2024-01-13 07:00:00,152.332,Library
2024-01-13 07:00:00,193.1,Engineering Block
2024-01-13 08:00:00,173.84,Library
2024-01-13 08:00:00,298.959,Hostel A
2024-01-13 08:00:00,144.264,Admin Block
2024-01-13 08:00:00,207.475,Engineering Block
2024-01-13 09:00:00,157.503,Library
2024-01-13 09:00:00,226.698,Admin Block
2024-01-13 09:00:00,1106.493,Engineering Block
2024-01-13 09:00:00,337.763,Hostel A
2024-01-13 10:00:00,241.256,Library
2024-01-13 10:00:00,176.906,Admin Block
2024-01-13 10:00:00,271.696,Engineering Block
2024-01-13 10:00:00,304.447,Hostel A
2024-01-13 11:00:00,418.881,Hostel A
2024-01-13 11:00:00,175.898,Library
2024-01-13 11:00:00,237.006,Admin Block
2024-01-13 11:00:00,301.825,Engineering Block
2024-01-13 12:00:00,213.623,Engineering Block
2024-01-13 12:00:00,208.357,Library
2024-01-13 12:00:00,362.469,Hostel A
2024-01-13 12:00:00,245.461,Admin Block
2024-01-13 13:00:00,380.913,Hostel A
2024-01-13 13:00:00,266.259,Engineering Block
2024-01-13 13:00:00,226.601,Admin Block
2024-01-13 13:00:00,181.682,Library
2024-01-13 14:00:00,250.875,Engineering Block
2024-01-13 14:00:00,208.359,Admin Block
2024-01-13 14:00:00,183.218,Library
2024-01-13 14:00:00,436.175,Hostel A
2024-01-13 15:00:00,229.989,Library
2024-01-13 15:00:00,164.237,Admin Block
2024-01-13 15:00:00,397.7,Hostel A
2024-01-13 15:00:00,241.855,Engineering Block
2024-01-13 16:00:00,169.175,Library
2024-01-13 16:00:00,171.128,Admin Block
2024-01-13 16:00:00,211.804,Engineering Block
2024-01-13 16:00:00,287.708,Hostel A
2024-01-13 17:00:00,173.024,Library
2024-01-13 17:00:00,269.987,Hostel A
2024-01-13 17:00:00,189.277,Engineering Block
2024-01-13 17:00:00,144.576,Admin Block
2024-01-13 18:00:00,183.771,Engineering Block
2024-01-13 18:00:00,250.341,Hostel A
2024-01-13 18:00:00,116.683,Library
2024-01-13 18:00:00,118.732,Admin Block
2024-01-13 19:00:00,104.363,Library
2024-01-13 19:00:00,132.691,Engineering Block
2024-01-13 19:00:00,174.312,Hostel A
2024-01-13 19:00:00,116.858,Admin Block
2024-01-13 20:00:00,86.371,Admin Block
2024-01-13 20:00:00,110.685,Library
2024-01-13 20:00:00,113.68,Engineering Block
2024-01-13 20:00:00,190.57,Hostel A
2024-01-13 21:00:00,91.733,Library
2024-01-13 21:00:00,99.253,Engineering Block
2024-01-13 21:00:00,89.596,Admin Block
2024-01-13 21:00:00,130.258,Hostel A
2024-01-13 22:00:00,74.586,Admin Block
2024-01-13 22:00:00,60.31,Library
